,video_id,comments
54,_d0T_2Lk2qA,"['thanks for help!!!', 'Incase someone is looking for a solution for a string:\ndef reverse(s):\n\tif len(s) == 0:\n\t\treturn s\n\treturn (reverse(s[1:]) + s[0])\n\nHere is how it works:\nInput: ""hello""\nreverse(""hello"")\n    reverse(""ello"") + ""h""\n        reverse(""llo"") + ""e""\n            reverse(""lo"") + ""l""\n                reverse(""o"") + ""l""\n                    reverse("""") + ""o""\n                    => """" + ""o""\n                => ""o"" + ""l""\n            => ""ol"" + ""l""\n        => ""oll"" + ""e""\n    => ""olle"" + ""h""\n=> ""olleh""', 'Other way: \nnew_str_list = []\r\nnew_str_list[:0] = """".join(str_list)[::-1]\nreturn new_str_list', 'Oh great!', 'What about...\nreturn s[::-1]\n???', ""Slicing works but Incase interviewer doesn't allow us to use built in functions then swapping is great"", 'Thanks', 'Why s=s[::-1] is not working? Could you please tell.', 'using slice trick print(s[::-1]) should work as well', ""Isn't s.reverse() also works for this problem?""]"
55,YUF3_eBdzsk,"['Python - https://github.com/neetcode-gh/leetcode/blob/main/410-Split-Array-Largest-Sum.py', 'If your code is not working then try returning low after the if else condition at last it was cut down from the video. Returning should solve your problem', 'was stuck on this one, thanks a lot for explaining it so well', '⬇Simple Code | TC: O( n*log( sum(nums) ) | SC: O( 1 )\n\tint splitArray(vector<int>& nums, int m) {\n        int l=0,r=0,n=nums.size();\n        for(int i=0;i<n;++i) l=max(l,nums[i]), r+=nums[i];\n        \n        int mid=0,ans=0;\n        while(l<=r){\n            mid=(l+r)/2;\n            int count=0,tempsum=0;\n            for(int i=0;i<n;++i){\n                if(tempsum+nums[i]<=mid) tempsum+=nums[i];\n                else count++,tempsum=nums[i];\n            }\n            count++; \n            \n            if(count<=m) r=mid-1, ans=mid;\n            else l=mid+1;\n        }  \n        return ans;\n    }', 'Can we build a prefix sum array and use it somehow to solve the problem greedily or binary search on the same array?', 'Why is the canSplit function """"return (subarry +1 <= m)"""" and not """"""return ((subarry +1) == m) """"""? Don\'t we need to make sure all the splits can occur? For example, if the target is MAX_INTEGER (in case the sum of nums), then this will be true.', 'can we do by keep target=sum(nums)//k and finding the split?', ""It's basically the painters partition problem"", 'Is this question similar to book allocation problem of ggg?', 'classy explanation']"
56,RXy5RzGF5wo,"['for some reason the constructor keeps going over my head', ""You CAN do it recursively in Python by writing a Generator function, which uses *yield* and *yield from.* The end result is a very clean in-order recursive traversal that's been consumed sequentially, but with O(h) memory ( O(1) for our own state + O(h) where Python keeps track of the generator state)."", 'Still dont get why does has next work?', 'Can someone please verify if it could be done this way?\n\nclass BSTIterator:\n\n    def __init__(self, root: Optional[TreeNode]):\n        \n        arr=[]\n        def flatten(root):\n            if(root):\n                flatten(root.left)\n                arr.append(root.val)\n                flatten(root.right)\n        \n        flatten(root)\n        self.arr=arr\n        \n    def next(self) -> int:\n        return(self.arr.pop(0))\n\n    def hasNext(self) -> bool:\n        return(self.arr)\n        \nI just done a inorder traversal before hand and store it in an array', 'Great Explanation !!!', 'amazing solution! thanks a lot for posting:)', 'Does there exists a solution with O(1) space complexity for this problem?', 'You are always very helpful! I wish I could work with you in the future!', 'Omg! Thank you so much! I love your videos Neetcode! Just curious, could you also solve Perfect Rectangles?', 'Man U doing more leetcode than me and u already have a job ☠️']"
57,s4DPM8ct1pI,"['running it with m=l+r//2 doesnt work anymore you have to use m=l+l-r//2 only, otherwise it gives a time limit exceeded error', 'This video was easy to digest, I will give a try on 2 more videos of yours. if they are easy to understand as well, I will signup for NeetCode premium membership.', ""It's fascinating how beginner friendly this explanation was despite how professional you are, thank you"", 'the recursive approach.\n        if len(nums) == 0:\r\n            return -1\r\n        mid = (len(nums)) // 2\r\n\r\n        if nums[mid] == target:\r\n            return mid\r\n        elif nums[mid] > target:\r\n            return self.search(nums[:mid], target)\r\n        else:\r\n            result = self.search(nums[mid+1:], target)\r\n            startIdx = mid + 1\r\n            if result != -1:\r\n                return startIdx + result\r\n            else:\r\n                return -1', 'understood', 'How can  the list be added in the program????', 'Thank you for the video! Is there a way to do this with recursion??? Thanks!', ""but you also have to  add something for that solution of overflow problem, Because when the array have only one element, right would be negative in te while loop, they've been tricky these days"", 'Great video! It helped me with this! \nFor those coding in JavaScript, be sure to make the middle variable:   let middle = Math.round((left + right) / 2);   Otherwise the value will be 2.5 instead of 3.', 'Thanks for the video! I think it helps to mention the // syntax is a floor division, I have been implementing unnecessary checks on whether the array length is odd or even🥲']"
58,d-B_gk_gJtQ,"['Replacing sorting with median finding makes this solution O(n) in time complexity.', 'I can always code the solution after I hear your explanation. I never see your code. But getting that thought and approach always stump me and I keep on thinking complicated intuitive ways to solve it.', 'Can someone please explain why DP solution had complexity O(n*n).', ""I was asked this question in one of the interview. I couldn't solve it. Because its really HARD. Just because leetcode marks them as medium it doesn't need to be medium. And interviewers grade you thinking that you can't solve medium also. So its a reject. Honestly, what's the point of these question in real world use case. Which company is running short of budjet to send employee overseas so that they can make millions for the company only. These questions are so useless"", 'I am sure why cache would work with just counts, as countA=1 and countB=1 with two different total received mean different output, which means we not calculate all possibilities, any help?', 'we can do A-B and then take the first half of array for A and 2nd half for B. That will also work.', 'looked very difficult. but i actually understood how to get there!', 'another approach is to think this way: first all would go to city A, and now you have to move one person to city B while keep the total cost to be minimum, what would you do? after the move the cost would be sum(a)-a[k]+b[k] = sum(a)-(a[k]-b[k]), so you would move the person that has the highest difference from b-a. and then so on and so forth.', 'Can I plz see the alternative way to solve it using DP in code form? Thanks.', 'does using heaps to sort while appending is little better?']"
59,XbaxWuHIWUs,"['I think Kinda same \n```\npeople.sort()\n        n = len(people)\n\n        c = 0\n        l = 0\n        r = n -1\n        while l <= r:\n            if people[l] + people[r] <= limit:\n                l += 1\n                r -= 1\n                c += 1\n            else:\n                r -= 1\n                c += 1\n\n        \n        return c\n\n```', 'as always clear explanation I just watched the drawing part, I coded it differently', ""There is no need to write l<=r inside if as it's already considered in the loop....."", 'The if condition make no sense. ?', 'what is the app used to do all these drawings and sketching?', 'is the time complexity nlogn + n ?', 'new challenge', 'LeetCode: faster than 3% of Python3 submissions\nNeetCode: as you can see its prettty efficient xD \n\nthanks for the great videos btw', 'i used the 2 pointer approach also, but coded it a bit different.\nwhile (left <= right) {\r\n    let weight = people[left] + people[right]\r\n    if (weight % limit === 0 || weight % limit === weight) {\r\n      count++;\r\n      left++;\r\n      right--;\r\n    } else {\r\n      count++;\r\n      right--;\r\n    }\r\n  }\r\n  return count;', 'fun pb and crisp explanation as usual!! ']"
60,gkINMhbbIbU,"[""intresting! I did it a very similer way but differ syntax style. Unlike you I looked for the initial starting edges for island 1 and then did the bfs.\n\n        q=deque()\r\n        visited=set()\r\n        def findEdge(i,j): \r\n            if (i<0 or i==len(grid) or\r\n                j<0 or j==len(grid[0]) or\r\n                (i,j) in visited):\r\n                return\r\n            \r\n            if grid[i][j]==0:       # edge found, add to q\r\n                q.append([i,j,1])\r\n                return\r\n            \r\n            visited.add((i,j))\r\n            \r\n            for x,y in [[1,0],[-1,0],[0,1],[0,-1]]:\r\n                findEdge(i+x,j+y)\r\n\n         '''  This could be improved  '''\r\n        flag=True\r\n        for i in range(len(grid)):\r\n            for j in range(len(grid[0])):\r\n                if grid[i][j]==1:\r\n                    findEdge(i,j)\r\n                    flag=False\r\n                    break\r\n\r\n            if not flag:\r\n                break\r\n\r\n        \r\n        while q:\r\n            i,j,count=q.popleft()\r\n\r\n            if (i,j) in visited:\r\n                continue\r\n\r\n            if grid[i][j]==1:\r\n                return count-1\r\n            \r\n\r\n            visited.add((i,j))\r\n            for x,y in [[1,0],[-1,0],[0,1],[0,-1]]:\r\n                if(0<=x+i<len(grid) and 0<=y+j<len(grid[0])):\r\n                    q.append([x+i,y+j,count+1])"", 'I hate coding because I don’t like having to move my fingers on the keyboard to anything that isn’t just letters 😂', 'Thank you so much for your solution. I have spent one hour stuck on this problem.', 'Finally it make sense how to solve this problem and why we do all of these things, thank you', 'very helpful!', 'What is the need of dfs in here could I not traverse the entire grid and push the values which are simply ones', 'Beautifully explained . Thank you', 'C#  Implemenation\n\n   public class Solution\r\n    {\r\n        readonly int[][] directions = new int[][] { new int[] { 0, 1 }, new int[] { 0, -1 }, new int[] { 1, 0 }, new int[] { -1, 0 } };\r\n        HashSet<(int, int)> visited = new HashSet<(int, int)>();\r\n        public int ShortestBridge(int[][] grid)\r\n        {\r\n            Queue<(int R,int C)> q = new Queue<(int R, int C)>();\r\n            for (int i = 0; i < grid.Length; i++)\r\n            {\r\n                for (int j = 0; j < grid[0].Length; j++)\r\n                {\r\n                    if (grid[i][j] == 1)\r\n                    {\r\n                        DFS(grid, i, j, q);\r\n                        return BFS(grid, q);\r\n                    }\r\n                }\r\n            }\r\n           return -1;            \r\n        }\r\n\r\n        private void DFS(int[][] grid, int row, int col, Queue<(int R, int C)> q)\r\n        {\r\n            if (row < 0 || row >= grid.Length || col < 0 || col >= grid[0].Length || visited.Contains((row, col)) || grid[row][col] != 1)\r\n            {\r\n                return;\r\n            }\r\n            visited.Add((row,col));\r\n            q.Enqueue((row, col));\r\n            dfs(grid, row - 1, col, q);\r\n            dfs(grid, row, col + 1, q);\r\n            dfs(grid, row + 1, col, q);\r\n            dfs(grid, row, col - 1, q);\r\n            return;\r\n        }\r\n\r\n        private int BFS(int[][] grid, Queue<(int R, int C)> q)\r\n        {\r\n            int res= 0;\r\n            while (q.Any())\r\n            {\r\n                int size = q.Count;\r\n                while (size > 0)\r\n                {\r\n                    var row_col = q.Dequeue();\r\n                    foreach(int[] dir in directions)\r\n                    {\r\n                        int r = dir[0] + row_col.R;\r\n                        int c = dir[1] + row_col.C;\r\n                        if (r >= grid.Length || r < 0 || c >= grid[0].Length || c < 0 || visited.Contains((r, c)))\r\n                        {\r\n                            continue;\r\n                        }\r\n                        if (grid[r][c] == 1)\r\n                        {\r\n                            return level;\r\n                        }\r\n                        else\r\n                        {\r\n                            visited.Add((r, c));\r\n                            q.Enqueue((r, c));\r\n                        }\r\n                    }\r\n                    size--;\r\n\r\n                }\r\n                res+= 1; \r\n            }\r\n            return res;\r\n        }\r\n    }', 'awesome explanation man!!', 'When I understand the key point is DFS(a very basic island problem) + BFS (a very basic shortest path), then I can solve this problem by myself.\nThanks a lot.']"
61,68a1Dc_qVq4,"[""The line ->while cur > stack[-1]  is giving me the error:\n'>' not supported between instances of 'int' and 'list'\nI dont understand why, what do I do??"", 'Can someone help me fix my code\n// public int[] nextGreaterElement(int[] nums1, int[] nums2) {\n//         HashMap<Integer, Integer> mp = new HashMap<>();\n//         int p = -1;\n\n//         mp.put(nums2[nums2.length -1],-1);\n//         int max = nums2[nums2.length-1];\n//         for(int i = nums2.length-2; i>=0; i--){\n//           int current= nums2[i];\n//             if(current < max){\n//                 if(i!=nums2.length && nums2[i+1] > current){   \n//                     max = nums2[i+1];\n//                     mp.put(current,max );}\n//                 }\n//             else mp.put(current,-1);\n            \n//             max = Math.max(current,max);\n            \n//         }\n//         int[] res = new int [nums1.length];\n//         for(int i =0; i< nums1.length; i++){\n//             res[i] = mp.get(nums1[i]);\n//         }\n//         return res;\n//     }', 'Perfect explanation. Very helpful. Thanks so much.', 'my solution was O ( n * m) but still had the same runtime as your optimized code lmao', ""@12:59  Can anyone please explain to me line 4, where it's written as { n: i for i, n in enumerate(nums1)}? Shouldn't it be {i:n for i, n in enumerate(nums1)} to match both i and n? Thanks!"", 'First calculate the next greater element (NGE) of each element in nums2 starting from the right, such that NGE(nums2.length-1) = -1 and NGE(i) = max(nums[i+1], NGE(i+1)). Store the values in a hashmap. This is O(nums2.length). Next, iterate over the elements of nums1 from left to right, accessing the values in the hashmap. This is O(num1.length).', 'How did you calculate the space complexity for the stack part?', 'This is definitely not an easy problem!!', 'How is this easy?!!', 'How is this Easy?']"
62,Z6idIicFDOE,"['Perfect explanation', 'Simplified a little bit :\nimport collections\r\n\r\nclass FreqStack:\r\n\r\n    def __init__(self):\r\n        self.count = {}\r\n        self.groups = collections.defaultdict(list)\r\n        \r\n    def push(self, val):\r\n        self.count[val] = self.count.get(val, 0) + 1\r\n        self.groups[self.count[val]].append(val)    \r\n\r\n    def pop(self):\r\n        result = self.groups[max(self.groups.keys())].pop()\r\n        self.count[result] -= 1\r\n        if self.groups[max(self.groups.keys())] == []:\r\n            self.groups.pop(max(self.groups.keys()))\r\n        return result', ""I don't think you need to keep track of the maximum.  A frequency can only ever be incremented (increased by one).  Thus the maximum frequency can only ever rise by one.  Thus it is enough to keep an array, indexed by frequency-1.  Its size is then the maximum frequency."", 'neetcode is like the rachel maddow of all tech youtubers...... best explainer everrrrrrr...', 'I always feel released when I got stuck in a problem but found out that you have posted a video solution on it. Thanks NeetCode!! Keep going!!!!', 'Yes, thought of the heap solution n(log n) -> O(n^2) worst case :(', 'superb explanation', 'Very good solution', 'Heap will work, just keep the heap index of a valand update its freq and do top to bottom and bottom to top...', 'My implementation, I find it one more intuitive :)\n---------------------------------------------------------\nclass FreqStack:\r\n    def __init__(self):\r\n        self.c = count(0)\r\n        self.pq = []\r\n        self.freq = defaultdict(int)\r\n\r\n    def push(self, data):\r\n        self.freq[data] += 1\r\n        heapq.heappush(self.pq, (-self.freq[data], -next(self.c), data))\r\n\r\n    def pop(self):\r\n        while self.pq:\r\n            _, _, d = heapq.heappop(self.pq)\r\n            self.freq[d] -= 1\r\n            return d\r\n        raise KeyError(""pop from empty cache"")']"
63,j4KwhBziOpg,"['Feels like you were not feeling well while making this video as I am following yor videos for quite long time now.\nWe appreciate your efforts bro 🙂', ""I think it should be len(self.numList)-1 shouldn't it? Or you'll constantly have the wrong index"", 'I used a Doubly Linked List to store the vals and operate in O(1) time. Is that overcomplicating things?', 'In numMap are the values mappedd as.{val:index} or {index:val} ?', 'Hi. I use the build set type.\n\nclass RandomizedSet:\r\n\r\n    def __init__(self):\r\n        self.setNum = set([])\r\n\r\n    def insert(self, val: int) -> bool:\r\n        isPresent = val not in self.setNum\r\n        self.setNum.add(val)\r\n        return isPresent\r\n\r\n    def remove(self, val: int) -> bool:\r\n        isPresent = val in self.setNum\r\n        self.setNum.discard(val)\r\n        return isPresent\r\n\r\n    def getRandom(self) -> int:\r\n        return random.choice(list(self.setNum))\r\n        \r\n\r\n# Your RandomizedSet object will be instantiated and called as such:\r\n# obj = RandomizedSet()\r\n# param_1 = obj.insert(val)\r\n# param_2 = obj.remove(val)\r\n# param_3 = obj.getRandom()\n\nThe memory used is equal of your solution. However, my runtime if almost 3x your solution. I guess because I needed to convert the set into a list to use the random. What do you think?', ""Thanks NeetCode! just want to say it actually won't work when removing the last item! changing line 20 and 21 will fix it."", ""Doesn't using len making it O(n) though?"", ""That's awesome man, thanks a lot :)"", 'I was thinking maybe a LinkedHashMap (Java) since it maintain insertion order.', 'what an explanation man,  perfect !!! 🙌🙌🙌']"
64,FzTYfsmtOso,"['time complexity will be O(n*k)\nwhere k = length of string slicing.\n\nto do it in O(n), you have to use rolling hash algorithm.', ""hash sets hash the input. I don't think it saves space. Similar to websites that limit how long your password can be. No website saves your password, they save a >100 character long hash of your password"", 'I dont understand in example one, why ""aaaacccca"", ""aaacccccaa|"",""aacccccaaa"",etc not in the output? they also appeared more than once in the string', 'Done thanks todo take note\nUsing hashset to store every 10 letter sequence in the string to check if seen before\nIf seen before then add it to results hashset so using two hash sets one to identify seen and one to hold the results as a sequence can be found multiple times', 'why this is not working:\n    vector<string> findRepeatedDnaSequences(string s) {\r\n        int n = s.size();\r\n        vector<string> ans;\r\n        if(n < 10) return ans;\r\n        map<string,int> m;\r\n        int i=0;\r\n        int j=0;\r\n        \r\n        string temp = """";\r\n        while(j < n){\r\n            temp += s[j];\r\n            if(j-i+1 < 10) j++;\r\n\r\n            else if(j-i+1 == 10){\r\n                m[temp]++;\r\n                //so that it will be included only once if more than one occurence\r\n                if(m[temp] == 2) ans.push_back(temp);\r\n                j++;\r\n            }\r\n\r\n            else{\r\n                temp.erase(0,1);\r\n                i++;\r\n                j++;\r\n            }\r\n        }\r\n        return ans;\r\n    }', 'Thanks', 'Can someone explain why we do -9 in the for loop?', 'i used a hash map with super long keys lol', 'I think we can use a hashmap instead of a set for seen and the value could be false (meaning we didn’t add to result yet) by default and when seen second time and we add it to our result, we can update it to true.\n\nThat way our result can be a list from the start and second check of true or false value would ensure we don’t add it to our result twice.\n\nAll said, thank you for a detailed, easy to understand explanation', ""Solution : \nEvery iteration starting from index i = 0 -> size of string - 9\nyou are getting the substring of 10 characters out from i'th index and adding them to the set, while also checking if the added substring exists in the set.\nAnd if it does, add it to result (which means the 10 character substring appeared more than once).\nThen finally returning the result. \n\nI understand this very clearly but wouldn't come up with it on the spot.. I guess more practice in recognizing these patterns will eventually help me get through interviews at tech companies.\nGood luck everyone""]"
65,ft0owvS5tQA,"['🚀 https://neetcode.io/ - I created a FREE site to make interview prep a lot easier, hope it helps! ❤', 'My technical interview with a big oil company had 2D programming :(', 'IMO if there is a better channel for coding interview prep it is not in this this world,  this is IMO by far the best resource to prepare, everything well organized , excellent explanations and a lot more. Million thanks', 'Can we get an update to this and maybe a walk through on these patterns on separate videos?', 'I think Eulerian Circles belong to this list as well', 'How is this true ?', '6:34 Ah yes, “Djikstra”, the famous pioneer of computer science…', 'Great vid!', 'why heapify time complexity is O(n) .', ""When I started to prepare dor DSA 6 months ago, I only had a theoretical understanding of the concepts you've said here. \n\n6 months in, now I've solved 150 questions and my understanding of all these concepts is pretty good. \n\nYou're a great resource dor coding interviews. Please do some videos on LLD also since that's more important than HLD for junior levels.""]"
66,evUFsOb_iLY,"['lol best ending', 'do you use any AI algorith?', 'Thanks for the great explanations. Can you please do leetcode 790 as well?', 'Brilliant solution! \nmy first thought was actually to use a two-pointer solution (because I just bunged your videos discussing two-pointer  😋)\nit took O(n) time and O(1) space (the algorithm is in place by nature, but in python or other immutable string you kind of forced to convert to an array of characters)\n\nthe idea is very simple, just three lines:\n1) the fast pointer stops when it encounters either R or L.\n2) If it\'s an R, move the slow pointer here and find the next R or L; If its an R again or the end of string, fill the gap with Rs, else move to the next iteration.\n3) If it\'s an L, check if the slow pinter is a dot, if so fill the gap with Ls; if the slow pinter is an R, fill the gap with Rs and Ls, and potentially a middle dot.\n\r\n\nclass Solution:\r\n    def pushDominoes(self, dominoes: str) -> str:\r\n        dominoes = list(dominoes)\r\n        slow, fast = 0, 0\r\n        while fast < len(dominoes):\r\n            if dominoes[fast] == ""R"":\r\n                # R...L\r\n                # R.R.R\r\n                # RR...\r\n                # ""R....""\r\n                slow = fast\r\n                fast += 1\r\n                while fast < len(dominoes) and dominoes[fast] == ""."":\r\n                    fast += 1\r\n                if (\r\n                    fast == len(dominoes)  # end of string\r\n                    or fast < len(dominoes)\r\n                    and dominoes[fast] == ""R""\r\n                ):\r\n                    # R.... fast == len(dominoes)\r\n                    # R...R dominoes[fast] == ""R""\r\n                    # RR... dominoes[fast] == ""R""\r\n                    dominoes[slow:fast] = [""R""] * (fast - slow)\r\n                    slow = fast\r\n                # else:\r\n                # R...L will be addressed in the next iteration\r\n            elif dominoes[fast] == ""L"":\r\n                if dominoes[slow] == ""R"":\r\n                    # if (fast - slow) % 2 == 0\r\n                    # .R...L.\r\n                    # 0123456\r\n                    # 5 - 1 = 4\r\n                    # there will be a middle domino\r\n                    # otherwise\r\n                    # .R..L.\r\n                    # 012345\r\n                    # 4 - 1 = 3\r\n                    # so there will be no middle domino\r\n                    middle = int((fast - slow) % 2 == 0)\r\n                    dominoes[slow + 1 : fast] = (\r\n                        [""R""] * ((fast - slow) // 2 - middle)\r\n                        + ["".""] * middle\r\n                        + [""L""] * ((fast - slow) // 2 - middle)\r\n                    )\r\n                    slow = fast + 1\r\n                    fast += 1\r\n                else:\r\n                    # L...L\r\n                    # ....L\r\n                    dominoes[slow:fast] = [""L""] * (fast - slow)\r\n                    slow = fast + 1\r\n                    fast += 1\r\n            else:  # .\r\n                fast += 1\r\n        return """".join(dominoes)', 'i wasnt able to pass 5 t.c , neetcode always makes me think that  i am kind of stupid.', 'The video ended abruptly\nWas that only for me ?', 'Great video! To avoid the worst case O(n^2) and get a pure O(n) solution, just find and handle intervals occupied by “.” in one pass using sliding window. This method passed all tests.', ""Java Soln:\n\nclass Solution {\r\n    public String pushDominoes(String dominoes) {\r\n        ArrayDeque<Pair<Integer,Character>> que = new ArrayDeque<>();\r\n        char [] list = dominoes.toCharArray();\r\n        for(int i=0;i<dominoes.length();i++){\r\n            char c = dominoes.charAt(i); \r\n            list[i]=c;\r\n            if(c != '.'){que.add(new Pair<>(i,c));}\r\n        }\r\n        while(!que.isEmpty()){\r\n            var pairs = que.poll();\r\n            int index = pairs.getKey(), ch = pairs.getValue();\r\n            if(ch=='L' && index>0 && list[index-1]=='.'){\r\n                que.add(new Pair<>(index-1,'L')); list[index-1]='L';\r\n            }\r\n            else if(ch=='R' && index+1<dominoes.length() && list[index+1]=='.'){\r\n                if( (index+2 < dominoes.length() ) && (list[index+2]=='L') ){\r\n                    que.poll(); \r\n                }\r\n                else{\r\n                  que.add(new Pair<>(index+1,'R')); list[index+1]='R';  \r\n                }\r\n            }\r\n        }\r\n       return String.valueOf(list);\r\n    }\r\n}"", 'Do I watch him too much so we came up with exactly the same solution?', 'how about finding the standing dominoes?']"
67,g_S5WuasWUE,"['Did you know, you can do iterative in / pre / post order traversals using same code??\nCheckout how I did it in just 20 lines, in my new video\n\nhttps://www.youtube.com/watch?v=6wxNc8gCj8E', 'I guess instead of inner while Ioop, we could simply use if condition , am I right ?\ndef inorder(root):\n    curr, stack = root, []\n    res = []\n    while curr or stack:\n        if curr:\n            stack.append(curr)\n            curr = curr.left\n        else:\n            curr = stack.pop()\n            res.append(curr)\n            curr = curr.right\n    return res', 'thank you after your explanation i can do it on my own, the description was afwul', 'heyyy brooo thanks alot❤', 'May I know why only stack is considered hare ??', 'This iterative solution is pretty unintuitive.', 'can you please explain Morris Traversal algorithm, please.', 'You have literally every single question explained, jesus. Thank you man I love you!', 'This is fantastic, thank you.', 'Welp the iterative solution is 5 lines, be gone from twitter you not-hardcore pleb!']"
68,5rHz_6s2Buw,"['i did it in O(1) by using the formula i(i+1)//2= n of n natural numbers, then find out the one positive(real) root (by the fomula (-b+(underroot(-b+4ac))//2a) and return  int(root)', 'when you said u consider it as a medium level problem , I got relieved.', 'Hey @NeetCode,\n\nI think the time complexity of the brute force soution should be sqrt(N) instead of O(n) since the loop is starting at 1 and will not go upto N.\nIt will go upto Please do correct me if I am wrong. Thanks!', ""Just wanted to let you know your code doesn't pass the test cases. Line 8 should be changed to mid*(mid+1)/2"", 'my issue with binary search problems is that for the while loop I never know whether to use l  <  r or l  <= r, is there some way I can tell which one to use based on the problem given?', 'Simply the Best! I have no words!', ""Is there a typo somewhere in this solution? I've been breaking it down, and comparing it with what I have typed up, but I keep getting a few failed test cases."", 'There is no need to use max().\nI try this solution and it works on leet code with over 1300 test case.\nthe solution:\nclass Solution:\r\n    def arrangeCoins(self, n : int):\r\n        start, end = 0, n\r\n        while start <= end:\r\n            mid = (start+end)//2\r\n            guess = mid*(mid+1)//2\r\n            if guess > n:\r\n                end = mid-1\r\n            elif guess <= n:\r\n                start = mid+1\r\n                row = mid\r\n        return row', 'How was this easy question then? I mean code is easy, but the thought process was not', 'This can also work :                                                                                                                                                                                  def arrangeCoins(self, n):\n        """"""\n        :type n: int\n        :rtype: int\n        """"""\n        row = 0\n        i = 0\n        while n > 0:\n            if n >= (i + 1):\n                row += 1\n            n = n - (i + 1)\n            i += 1\n        return row']"
69,EYeR-_1NRlQ,"['Can we write condition\n if  target<0:\n       Return', 'Not the 4sum i was looking for but not disappointed either', 'Every time I get stuck on leetcode question, I first find your video on youtube rather than check the editorial.', 'Nice solution', 'Nice solution', 'Hi,\n\nCan you please explain why did you pop the last value from quad?\n\nthanks', '4? Whats next? 5? This is getting crazy', 'It been a long time what', ""I love when you make tiny errors in your code, it's funny how you react to it"", 'Hi, I have a confusion regarding the position of ""return"" statement. From what I learned, we should put ""return"" at the end of the base case. However, I\'m quite confused that in this question it can pass no matter we put ""return"" at the end of general case (like Neetcode did in the video), or at the end of the base case (k==2), or without ""return"" statement inside nSum function. Can someone help to explain this? tysm!']"
70,OKcrLfR-8mE,"[""Yep, it's hard to come up with the part 'i-remainder[r] > 1' by my own. It's great that we leave in the era of streaming to gain best practices"", 'I managed to do this on my own with prefix sum approach. My approach is different though and is more than O(n). Following is the code.\n\n    bool checkSubarraySum(vector<int>& nums, int k) {\n\t\t\tint sum = 0;\n\t\t\tunordered_map<int, int> hash;\n\n\t\t\tfor (int i = 0; i < nums.size(); i++) {\n\t\t\t\tsum += nums[i];\n\n\t\t\t\tif (!i) {\n\t\t\t\t\thash[sum] = i;\n\t\t\t\t\tcontinue;\n\t\t\t\t}\n\n\t\t\t\tif (sum % k == 0) return true;\n\n\t\t\t\tint j = 0;\n\t\t\t\twhile (k * j < sum) {\n\t\t\t\t\tint rem = sum - k * j;\n\n\t\t\t\t\tif (hash.count(rem) && i - hash[rem] >= 2) {\n\t\t\t\t\t\treturn true;\n\t\t\t\t\t}\n\n\t\t\t\t\tj++;\n\t\t\t\t}\n\n\t\t\t\tif (!hash.count(sum)) hash[sum] = i;\n\t\t\t}\n\n\t\t\treturn false;\n    }', 'great explanation bro💗', 'i laughed when i saw the solution its sooooooo clever', 'Could it be solved using Brute force  method?  If solved, then how?', 'thanks, great intution.', 'great solution', 'What if we wanted to know where or wich list entries give us this multiple?', ""just best. I'm watching you for about a year and just wanna say that u'r the best! Thanks for ur job!"", 'used this to solve 974. made a few changes. \n\ndef checksumarray_k(nums, k):\r\n  remainder={0:[-1]}\r\n  total=0\r\n  count=0\r\n  for idx, element in enumerate(nums):\r\n    total+=element\r\n    r=total%k\r\n    if r not in remainder:\r\n      remainder[r]=[idx]\r\n    else:\r\n      count+=len(remainder[r])\r\n      remainder[r].append(idx)\r\n  return count']"
